feature_file,label
train10000_mfcc.npy,1
train10001_mfcc.npy,0
train10002_mfcc.npy,0
train10003_mfcc.npy,0
train10004_mfcc.npy,1
train10005_mfcc.npy,1
train10006_mfcc.npy,0
train10007_mfcc.npy,0
train10008_mfcc.npy,0
train10009_mfcc.npy,0
train1000_mfcc.npy,1
train10010_mfcc.npy,0
train10011_mfcc.npy,0
train10012_mfcc.npy,0
train10013_mfcc.npy,1
train10014_mfcc.npy,0
train10015_mfcc.npy,0
train10016_mfcc.npy,0
train10017_mfcc.npy,0
train10018_mfcc.npy,1
train10019_mfcc.npy,0
train1001_mfcc.npy,0
train10020_mfcc.npy,0
train10021_mfcc.npy,0
train10022_mfcc.npy,0
train10023_mfcc.npy,1
train10024_mfcc.npy,0
train10025_mfcc.npy,1
train10026_mfcc.npy,1
train10027_mfcc.npy,0
train10028_mfcc.npy,0
train10029_mfcc.npy,0
train1002_mfcc.npy,0
train10030_mfcc.npy,0
train10031_mfcc.npy,0
train10032_mfcc.npy,0
train10033_mfcc.npy,0
train10034_mfcc.npy,0
train10035_mfcc.npy,0
train10036_mfcc.npy,0
train10037_mfcc.npy,0
train10038_mfcc.npy,0
train10039_mfcc.npy,0
train1003_mfcc.npy,0
train10040_mfcc.npy,1
train10041_mfcc.npy,0
train10042_mfcc.npy,0
train10043_mfcc.npy,0
train10044_mfcc.npy,0
train10045_mfcc.npy,0
train10046_mfcc.npy,1
train10047_mfcc.npy,0
train10048_mfcc.npy,0
train10049_mfcc.npy,1
train1004_mfcc.npy,0
train10050_mfcc.npy,0
train10051_mfcc.npy,0
train10052_mfcc.npy,1
train10053_mfcc.npy,0
train10054_mfcc.npy,1
train10055_mfcc.npy,1
train10056_mfcc.npy,0
train10057_mfcc.npy,0
train10058_mfcc.npy,1
train10059_mfcc.npy,0
train1005_mfcc.npy,0
train10060_mfcc.npy,0
train10061_mfcc.npy,1
train10062_mfcc.npy,1
train10063_mfcc.npy,1
train10064_mfcc.npy,0
train10065_mfcc.npy,1
train10066_mfcc.npy,0
train10067_mfcc.npy,0
train10068_mfcc.npy,0
train10069_mfcc.npy,0
train1006_mfcc.npy,0
train10070_mfcc.npy,1
train10071_mfcc.npy,1
train10072_mfcc.npy,0
train10073_mfcc.npy,0
train10074_mfcc.npy,1
train10075_mfcc.npy,0
train10076_mfcc.npy,0
train10077_mfcc.npy,1
train10078_mfcc.npy,0
train10079_mfcc.npy,0
train1007_mfcc.npy,1
train10080_mfcc.npy,0
train10081_mfcc.npy,0
train10082_mfcc.npy,1
train10083_mfcc.npy,1
train10084_mfcc.npy,0
train10085_mfcc.npy,0
train10086_mfcc.npy,0
train10087_mfcc.npy,0
train10088_mfcc.npy,0
train10089_mfcc.npy,0
train1008_mfcc.npy,0
train10090_mfcc.npy,0
train10091_mfcc.npy,1
train10092_mfcc.npy,1
train10093_mfcc.npy,1
train10094_mfcc.npy,1
train10095_mfcc.npy,0
train10096_mfcc.npy,0
train10097_mfcc.npy,0
train10098_mfcc.npy,0
train10099_mfcc.npy,0
train1009_mfcc.npy,0
train100_mfcc.npy,0
train10100_mfcc.npy,0
train10101_mfcc.npy,1
train10102_mfcc.npy,1
train10103_mfcc.npy,1
train10104_mfcc.npy,0
train10105_mfcc.npy,1
train10106_mfcc.npy,0
train10107_mfcc.npy,0
train10108_mfcc.npy,0
train10109_mfcc.npy,0
train1010_mfcc.npy,0
train10110_mfcc.npy,1
train10111_mfcc.npy,1
train10112_mfcc.npy,0
train10113_mfcc.npy,1
train10114_mfcc.npy,0
train10115_mfcc.npy,0
train10116_mfcc.npy,0
train10117_mfcc.npy,0
train10118_mfcc.npy,1
train10119_mfcc.npy,1
train1011_mfcc.npy,0
train10120_mfcc.npy,1
train10121_mfcc.npy,1
train10122_mfcc.npy,0
train10123_mfcc.npy,0
train10124_mfcc.npy,1
train10125_mfcc.npy,1
train10126_mfcc.npy,0
train10127_mfcc.npy,1
train10128_mfcc.npy,1
train10129_mfcc.npy,0
