feature_file,label
train10000_mel.npy,1
train10001_mel.npy,0
train10002_mel.npy,0
train10003_mel.npy,0
train10004_mel.npy,1
train10005_mel.npy,1
train10006_mel.npy,0
train10007_mel.npy,0
train10008_mel.npy,0
train10009_mel.npy,0
train1000_mel.npy,1
train10010_mel.npy,0
train10011_mel.npy,0
train10012_mel.npy,0
train10013_mel.npy,1
train10014_mel.npy,0
train10015_mel.npy,0
train10016_mel.npy,0
train10017_mel.npy,0
train10018_mel.npy,1
train10019_mel.npy,0
train1001_mel.npy,0
train10020_mel.npy,0
train10021_mel.npy,0
train10022_mel.npy,0
train10023_mel.npy,1
train10024_mel.npy,0
train10025_mel.npy,1
train10026_mel.npy,1
train10027_mel.npy,0
train10028_mel.npy,0
train10029_mel.npy,0
train1002_mel.npy,0
train10030_mel.npy,0
train10031_mel.npy,0
train10032_mel.npy,0
train10033_mel.npy,0
train10034_mel.npy,0
train10035_mel.npy,0
train10036_mel.npy,0
train10037_mel.npy,0
train10038_mel.npy,0
train10039_mel.npy,0
train1003_mel.npy,0
train10040_mel.npy,1
train10041_mel.npy,0
train10042_mel.npy,0
train10043_mel.npy,0
train10044_mel.npy,0
train10045_mel.npy,0
train10046_mel.npy,1
train10047_mel.npy,0
train10048_mel.npy,0
train10049_mel.npy,1
train1004_mel.npy,0
train10050_mel.npy,0
train10051_mel.npy,0
train10052_mel.npy,1
train10053_mel.npy,0
train10054_mel.npy,1
train10055_mel.npy,1
train10056_mel.npy,0
train10057_mel.npy,0
train10058_mel.npy,1
train10059_mel.npy,0
train1005_mel.npy,0
train10060_mel.npy,0
train10061_mel.npy,1
train10062_mel.npy,1
train10063_mel.npy,1
train10064_mel.npy,0
train10065_mel.npy,1
train10066_mel.npy,0
train10067_mel.npy,0
train10068_mel.npy,0
train10069_mel.npy,0
train1006_mel.npy,0
train10070_mel.npy,1
train10071_mel.npy,1
train10072_mel.npy,0
train10073_mel.npy,0
train10074_mel.npy,1
train10075_mel.npy,0
train10076_mel.npy,0
train10077_mel.npy,1
train10078_mel.npy,0
train10079_mel.npy,0
train1007_mel.npy,1
train10080_mel.npy,0
train10081_mel.npy,0
train10082_mel.npy,1
train10083_mel.npy,1
train10084_mel.npy,0
train10085_mel.npy,0
train10086_mel.npy,0
train10087_mel.npy,0
train10088_mel.npy,0
train10089_mel.npy,0
train1008_mel.npy,0
train10090_mel.npy,0
train10091_mel.npy,1
train10092_mel.npy,1
train10093_mel.npy,1
train10094_mel.npy,1
train10095_mel.npy,0
train10096_mel.npy,0
train10097_mel.npy,0
train10098_mel.npy,0
train10099_mel.npy,0
train1009_mel.npy,0
train100_mel.npy,0
train10100_mel.npy,0
train10101_mel.npy,1
train10102_mel.npy,1
train10103_mel.npy,1
train10104_mel.npy,0
train10105_mel.npy,1
train10106_mel.npy,0
train10107_mel.npy,0
train10108_mel.npy,0
train10109_mel.npy,0
train1010_mel.npy,0
train10110_mel.npy,1
train10111_mel.npy,1
train10112_mel.npy,0
train10113_mel.npy,1
train10114_mel.npy,0
train10115_mel.npy,0
train10116_mel.npy,0
train10117_mel.npy,0
train10118_mel.npy,1
train10119_mel.npy,1
train1011_mel.npy,0
train10120_mel.npy,1
train10121_mel.npy,1
train10122_mel.npy,0
train10123_mel.npy,0
train10124_mel.npy,1
train10125_mel.npy,1
train10126_mel.npy,0
train10127_mel.npy,1
train10128_mel.npy,1
train10129_mel.npy,0
train1012_mel.npy,0
train10130_mel.npy,0
train10131_mel.npy,1
train10132_mel.npy,1
train10133_mel.npy,0
train10134_mel.npy,0
train10135_mel.npy,0
train10136_mel.npy,1
train10137_mel.npy,0
train10138_mel.npy,1
train10139_mel.npy,1
train1013_mel.npy,0
train10140_mel.npy,0
train10141_mel.npy,0
train10142_mel.npy,0
train10143_mel.npy,0
train10144_mel.npy,1
train10145_mel.npy,1
train10146_mel.npy,1
train10147_mel.npy,0
train10148_mel.npy,0
train10149_mel.npy,0
train1014_mel.npy,0
train10150_mel.npy,0
train10151_mel.npy,0
train10152_mel.npy,0
train10153_mel.npy,0
train10154_mel.npy,1
train10155_mel.npy,1
train10156_mel.npy,1
train10157_mel.npy,1
train10158_mel.npy,0
train10159_mel.npy,0
train1015_mel.npy,0
train10160_mel.npy,1
train10161_mel.npy,1
train10162_mel.npy,1
train10163_mel.npy,0
train10164_mel.npy,0
train10165_mel.npy,0
train10166_mel.npy,0
train10167_mel.npy,0
train10168_mel.npy,0
train10169_mel.npy,1
train1016_mel.npy,0
train10170_mel.npy,1
train10171_mel.npy,1
train10172_mel.npy,0
train10173_mel.npy,0
train10174_mel.npy,1
train10175_mel.npy,0
train10176_mel.npy,1
train10177_mel.npy,0
train10178_mel.npy,0
train10179_mel.npy,0
train1017_mel.npy,0
train10180_mel.npy,1
train10181_mel.npy,0
train10182_mel.npy,0
train10183_mel.npy,0
train10184_mel.npy,0
train10185_mel.npy,0
train10186_mel.npy,1
train10187_mel.npy,1
train10188_mel.npy,0
train10189_mel.npy,0
train1018_mel.npy,0
train10190_mel.npy,0
train10191_mel.npy,0
train10192_mel.npy,0
train10193_mel.npy,0
train10194_mel.npy,1
train10195_mel.npy,0
train10196_mel.npy,0
train10197_mel.npy,1
train10198_mel.npy,1
train10199_mel.npy,0
train1019_mel.npy,0
train101_mel.npy,0
train10200_mel.npy,1
train10201_mel.npy,1
train10202_mel.npy,1
train10203_mel.npy,1
train10204_mel.npy,1
train10205_mel.npy,1
train10206_mel.npy,1
train10207_mel.npy,1
train10208_mel.npy,0
train10209_mel.npy,1
train1020_mel.npy,0
train10210_mel.npy,1
train10211_mel.npy,0
train10212_mel.npy,0
train10213_mel.npy,0
train10214_mel.npy,0
train10215_mel.npy,0
train10216_mel.npy,0
train10217_mel.npy,1
train10218_mel.npy,0
train10219_mel.npy,0
train1021_mel.npy,0
train10220_mel.npy,1
train10221_mel.npy,1
train10222_mel.npy,0
train10223_mel.npy,0
train10224_mel.npy,1
train10225_mel.npy,1
train10226_mel.npy,1
train10227_mel.npy,1
train10228_mel.npy,1
train10229_mel.npy,1
train1022_mel.npy,0
train10230_mel.npy,1
train10231_mel.npy,0
train10232_mel.npy,1
train10233_mel.npy,1
train10234_mel.npy,1
train10235_mel.npy,0
train10236_mel.npy,0
train10237_mel.npy,0
train10238_mel.npy,0
train10239_mel.npy,1
train1023_mel.npy,0
train10240_mel.npy,0
train10241_mel.npy,0
train10242_mel.npy,0
train10243_mel.npy,1
train10244_mel.npy,1
train10245_mel.npy,0
train10246_mel.npy,0
train10247_mel.npy,0
train10248_mel.npy,0
train10249_mel.npy,0
train1024_mel.npy,0
train10250_mel.npy,1
train10251_mel.npy,0
train10252_mel.npy,0
train10253_mel.npy,1
train10254_mel.npy,0
train10255_mel.npy,0
